"Protein names","Gene names","OIS_CM","OIS_F20","OIS_F8","Vector_CM","Vector_F20","Vector_F8"
"788","Endoplasmic reticulum resident protein 29","ERP29",24.6216,24.7135333333333,23.6574,24.3638,25.5025666666667,24.5365666666667
"789","S-formylglutathione hydrolase","ESD",24.1764,24.1699666666667,26.3242,24.9287333333333,25.0342333333333,25.7322333333333
"790","Protein eva-1 homolog A","EVA1A",24.2968666666667,24.5827,27.0382666666667,24.4979333333333,24.7444666666667,27.5877333333333
"791","Protein eva-1 homolog B","EVA1B",24.4345,28.0461333333333,30.1171333333333,24.2070333333333,27.2187666666667,30.224
"792","Exostosin-1","EXT1",25.3245666666667,26.8574333333333,24.2864,26.3603333333333,26.0138666666667,25.1545666666667
"793","Ezrin","EZR",27.5558,25.3539,28.3322,28.4089,24.8556,28.9854
"794","Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain","F10",25.7539333333333,24.9626,23.9507,27.3618333333333,26.0584333333333,24.0968
"795","Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain","F11",24.9315333333333,25.2449,24.0498,29.1507333333333,24.2990666666667,24.5169
"796","Proteinase-activated receptor 1","F2R",23.9631,25.0544666666667,27.7627333333333,24.8906666666667,25.0227333333333,27.1848
"797","Extracellular serine/threonine protein kinase FAM20C","FAM20C",24.6847666666667,25.2664,23.9633666666667,25.2238666666667,25.5037666666667,24.2782
"798","Protein FAM3C","FAM3C",29.1458333333333,24.8443666666667,23.5359333333333,27.3575666666667,25.2237333333333,24.0717
"799","40S ribosomal protein S30","FAU",24.5238333333333,25.0843666666667,26.3240666666667,24.8402666666667,25.5993,25.1345333333333
"800","Fibulin-1","FBLN1",31.6698,31.4018,33.1874666666667,32.73,31.7567,32.6056
"801","Fibulin-5","FBLN5",26.1533,24.9976333333333,23.4367666666667,28.6631666666667,25.7304,24.3651
"802","Farnesyl pyrophosphate synthase","FDPS",24.4463666666667,25.837,26.2132333333333,24.8896333333333,24.5112333333333,25.0135
"803","Fibroleukin","FGL2",26.7174333333333,24.4986333333333,23.8543666666667,24.9582,25.1730666666667,24.7297
"804","Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase","FKBP1A",28.9379666666667,28.4586,28.1032666666667,27.7689,27.0564333333333,28.0891
"805","Protein flightless-1 homolog","FLII",24.1377666666667,25.2840333333333,25.0823333333333,24.1911666666667,24.994,24.5271
"806","Filamin-A","FLNA",32.3344666666667,30.3070333333333,31.2999666666667,32.4161,29.0502666666667,31.9337666666667
"807","Filamin-C","FLNC",30.5098,28.1428666666667,29.1457666666667,30.0341666666667,28.5114333333333,29.3454333333333
"808","Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3","FN1",36.3498333333333,36.4485666666667,34.5366333333333,36.1893333333333,35.5881333333333,35.1923333333333
"809","Fascin","FSCN1",30.1907333333333,29.2906666666667,30.5813666666667,29.171,29.2788,30.5304333333333
"810","Follistatin","FST",28.7837666666667,27.8903333333333,23.7113333333333,30.0579666666667,27.3087,24.812
"811","Follistatin-related protein 3","FSTL3",27.0211333333333,25.4460666666667,23.6107666666667,27.4406333333333,25.3330666666667,24.5414
"812","Frizzled-2","FZD2",24.3206,24.8746333333333,26.9976666666667,24.4891666666667,24.8934,27.4754666666667
"813","Glucose-6-phosphate 1-dehydrogenase","G6PD",27.8617333333333,24.9134666666667,28.8138666666667,27.084,26.7778333333333,28.4946333333333
"814","Galactokinase","GALK1",25.1343666666667,25.0430666666667,26.3257333333333,24.4898333333333,24.3989666666667,26.5718666666667
"815","Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form","GALNT2",28.1740666666667,25.1459666666667,24.173,28.3451,25.6094,24.7053666666667
"816","Polypeptide N-acetylgalactosaminyltransferase 5","GALNT5",28.3176666666667,24.9392666666667,24.0042333333333,29.0382,24.3034666666667,24.7594666666667
"817","Neutral alpha-glucosidase AB","GANAB",28.5596666666667,25.2132333333333,28.4265666666667,27.6953333333333,25.0114,28.4997333333333
"818","Glyceraldehyde-3-phosphate dehydrogenase","GAPDH",33.0558,31.9432666666667,33.5949333333333,31.1920333333333,31.2291666666667,33.2944666666667
"819","Glycine--tRNA ligase","GARS",24.1872,25.8294,26.9653666666667,24.7366666666667,24.7221,27.5853666666667
"820","1,4-alpha-glucan-branching enzyme","GBE1",25.1441333333333,24.5751666666667,25.62,24.0969666666667,26.0206333333333,26.2829333333333
"821","Translational activator GCN1","GCN1L1",25.1521,24.9939666666667,25.4111666666667,24.053,24.3041333333333,24.3030666666667
"822","Rab GDP dissociation inhibitor beta","GDI2",30.4354666666667,28.6114,30.4447666666667,29.9173333333333,28.4053,30.3760666666667
"823","Golgi apparatus protein 1","GLG1",29.0217666666667,25.0382,24.9490666666667,24.8155333333333,25.2198666666667,24.6566333333333
"824","Guanine nucleotide-binding protein subunit alpha-11;Guanine nucleotide-binding protein subunit alpha-14","GNA11;GNA14",24.2841,24.6601,27.3889666666667,23.3879666666667,25.1297666666667,27.2662
"825","Guanine nucleotide-binding protein subunit alpha-13","GNA13",24.2367666666667,24.897,26.9140333333333,24.8630666666667,25.1016,25.1179333333333
"826","Guanine nucleotide-binding protein G(i) subunit alpha-2","GNAI2",25.6817666666667,27.3327666666667,31.9424666666667,23.3725,30.5521,31.3131333333333
"827","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas","GNAS",25.0650666666667,25.0771666666667,30.0759333333333,24.1466333333333,24.9622666666667,30.1948333333333
"828","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12","GNG12",23.9529,25.0861333333333,29.8554666666667,24.2862333333333,27.8215666666667,29.7723
"829","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2;Guanine nucleotide-binding protein subunit gamma","GNG2",24.0643666666667,25.6242,28.9546666666667,24.3203666666667,25.2480333333333,28.3376666666667
"830","N-acetylglucosamine-1-phosphotransferase subunit gamma","GNPTG",26.0821666666667,25.0650666666667,23.8303,25.9696666666667,24.9264,24.6491333333333
"831","Golgi membrane protein 1","GOLM1",26.7420666666667,24.7098,24.0095666666667,29.1382333333333,24.9312,25.1821666666667
"832","Glucose-6-phosphate isomerase","GPI",30.0970333333333,27.2403,28.4629333333333,28.4613666666667,26.3222333333333,27.8684666666667
"833","G-protein coupled receptor 124","GPR124",24.0221666666667,24.7456666666667,25.2343,24.1917,24.4198333333333,26.1571666666667
"834","Gremlin-1","GREM1",27.9030333333333,26.1117666666667,29.6048666666667,29.0605333333333,24.6969,29.5821666666667
"835","Glyoxylate reductase/hydroxypyruvate reductase","GRHPR",24.6428,24.5656333333333,24.5541,24.438,26.2247,25.6774666666667
"836","Gelsolin","GSN",31.1106,30.9341333333333,31.3506666666667,31.9840666666667,30.3512,31.3188333333333
"837","Nucleobindin-2;Nesfatin-1","HEL-S-109;NUCB2;Nucb2",29.3377666666667,25.2201,24.0390666666667,28.9807666666667,25.0898333333333,25.4749666666667
"838","Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A","HEXB",28.0548333333333,25.0663,24.0839333333333,27.8354666666667,24.8709333333333,24.7516333333333
"839","Histidine triad nucleotide-binding protein 1","HINT1",29.0183333333333,25.8589333333333,29.0551333333333,28.5735333333333,26.9933333333333,28.7915
"840","High mobility group protein HMG-I/HMG-Y","HMGA1",31.2414,29.8949,28.5898,29.4823,28.8046,28.1453333333333
"841","High mobility group protein HMGI-C","HMGA2",26.6113,25.0127333333333,23.7226,25.6277,25.0433,24.6401
"842","Heme oxygenase 2","HMOX2",24.2613666666667,24.6500333333333,25.392,24.6351666666667,25.2461333333333,24.9330333333333
"843","Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed","HN1",26.8366,25.7224333333333,26.2570333333333,25.9640666666667,24.6713666666667,26.3944333333333
"844","Heterogeneous nuclear ribonucleoproteins C1/C2","HNRNPC",28.5344333333333,25.1829666666667,24.1039333333333,29.2322666666667,24.9276333333333,26.3262666666667
"845","Heterogeneous nuclear ribonucleoprotein D0","HNRNPD",26.2009666666667,24.3420666666667,25.1107,25.524,24.9843666666667,24.7704666666667
"846","Heterogeneous nuclear ribonucleoprotein D-like","HNRNPDL",25.6811333333333,24.6296,23.9029,25.9028666666667,25.5014,24.4593666666667
"847","Heterogeneous nuclear ribonucleoprotein L","HNRNPL",25.5320666666667,25.6281,24.6209333333333,25.9130333333333,25.5743,24.6294
"848","Heterogeneous nuclear ribonucleoprotein U","HNRNPU",27.2774666666667,25.8693333333333,23.9726,27.7726,24.6077333333333,24.7141666666667
"849","Heat shock protein HSP 90-alpha","HSP90AA1",30.2892333333333,28.5211,29.3407666666667,29.6011333333333,28.1217666666667,28.8719666666667
"850","Heat shock protein HSP 90-beta","HSP90AB1",31.6540333333333,29.4849,30.9998,31.155,30.3620333333333,31.0973666666667
"851","78 kDa glucose-regulated protein","HSPA5",31.3951666666667,31.0170666666667,30.5811333333333,30.2952,29.2655333333333,30.9775666666667
"852","Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7","HSPA6;HSPA7",24.9487333333333,24.9311,26.6863333333333,23.8332666666667,25.1177333333333,26.0167333333333
"853",NA,"HSPA8",23.5372,24.3096666666667,26.2493666666667,24.0703333333333,25.0142333333333,26.0032
"854","Heat shock cognate 71 kDa protein","HSPA8",33.2205666666667,31.7111333333333,33.0154333333333,31.9802666666667,31.7539,33.1500333333333
"855","Stress-70 protein, mitochondrial","HSPA9",27.7129333333333,24.2732333333333,27.7912,26.4097666666667,24.5084,28.2845333333333
"856","Heat shock protein beta-1","HSPB1",29.4067,26.4969666666667,29.7277333333333,29.8467333333333,28.8719666666667,30.8199333333333
"857","60 kDa heat shock protein, mitochondrial","HSPD1",28.8730666666667,29.7425333333333,29.4609,27.9666,29.0784,29.8793333333333
"858","10 kDa heat shock protein, mitochondrial","HSPE1;HSPE1-MOB4",29.8208,24.7386666666667,26.9941333333333,28.3040666666667,25.2438333333333,27.1692
"859","Serine protease HTRA1","HTRA1",30.4115666666667,26.0132666666667,29.0776333333333,29.5915333333333,24.9295,29.2914
"860","Hypoxia up-regulated protein 1","HYOU1",24.1837,24.8170333333333,25.0717333333333,24.0880666666667,24.9886,25.1588666666667
"861","Isocitrate dehydrogenase [NADP] cytoplasmic","IDH1",26.5269,24.7941666666667,25.0766333333333,25.9880666666667,25.3772,25.5840666666667
"862","Intraflagellar transport protein 74 homolog","IFT74",24.3156333333333,24.8801,24.1009666666667,25.2662666666667,26.1462,25.1012333333333
"863","Insulin-like growth factor II;Insulin-like growth factor II;Insulin-like growth factor II Ala-25 Del;Preptin","IGF2",30.8018666666667,28.8897333333333,24.0215666666667,30.2232333333333,24.4603,23.9841333333333
"864","Insulin-like growth factor 2 mRNA-binding protein 1","IGF2BP1",24.3523,24.5349666666667,26.6402,24.5972666666667,25.2305333333333,25.2372
"865","Cation-independent mannose-6-phosphate receptor","IGF2R",27.3813333333333,27.7233,27.2259333333333,27.4751,25.9680333333333,27.4108333333333
"866","Insulin-like growth factor-binding protein 2","IGFBP2",32.0772,27.2422,23.9835333333333,31.0253333333333,24.3021666666667,26.5779
"867","Insulin-like growth factor-binding protein 5","IGFBP5",35.6974333333333,33.4853,31.596,35.9783333333333,33.2348333333333,32.1202
"868","Insulin-like growth factor-binding protein 7","IGFBP7",33.4480333333333,32.1271666666667,28.7320666666667,33.3668333333333,31.0091,29.6389666666667
"869","Interleukin enhancer-binding factor 3","ILF3",26.6137,24.1395,24.7211666666667,26.8076,25.2681,25.0722666666667
"870","Inosine-5-monophosphate dehydrogenase 2","IMPDH2",24.6018666666667,24.6799666666667,25.3401,24.1222333333333,25.2318333333333,25.6052666666667
"871","Inhibin beta A chain","INHBA",33.1215666666667,28.3189333333333,27.7603333333333,24.1003333333333,26.6996,27.5017
"872","Importin-5","IPO5",25.1741,24.9338333333333,25.9426666666667,24.0506,24.8926333333333,25.4568
"873","Ras GTPase-activating-like protein IQGAP1","IQGAP1",28.0987,25.0805,28.2948666666667,26.5786666666667,24.7456666666667,27.9335
"874","IST1 homolog","IST1",25.2093,24.6405,26.9900666666667,23.766,25.1037333333333,27.4602666666667
"875","Integrin alpha-11","ITGA11",24.004,25.1427,27.8214,24.8397,24.3155,27.8432
"876","Junction plakoglobin","JUP",23.1668666666667,27.8695333333333,27.7129333333333,24.6950666666667,27.4136333333333,28.1654333333333
"877","Kinesin-1 heavy chain","KIF5B",28.4186666666667,24.6569333333333,28.2768666666667,26.3982,24.3298,27.6567
"878","Importin subunit beta-1","KPNB1",28.4669,25.6782333333333,28.9451,27.4058,24.9272666666667,28.759
"879","Keratinocyte proline-rich protein","KPRP",24.3229333333333,27.1968,26.5825,24.5171333333333,26.9761,26.9499333333333
"880","GTPase KRas;GTPase KRas, N-terminally processed","KRAS",24.3772666666667,25.2616333333333,27.7230333333333,24.4979666666667,24.8298333333333,28.088
"881","Neural cell adhesion molecule L1","L1CAM",23.6934333333333,25.2913666666667,25.0728666666667,23.6492,25.6383666666667,24.3383333333333
"882","Laminin subunit alpha-1","LAMA1",26.623,28.3801666666667,29.3927666666667,27.1257666666667,26.7891333333333,30.0069666666667
"883","LIM and SH3 domain protein 1","LASP1",29.3436,24.0335,28.6636666666667,30.0056,24.9073333333333,28.7204333333333
"884","L-lactate dehydrogenase A chain","LDHA",30.9084666666667,29.2111,29.6726666666667,30.1805666666667,26.9044333333333,29.7860333333333
"885","L-lactate dehydrogenase B chain;L-lactate dehydrogenase","LDHB",30.7700666666667,29.0726333333333,30.1855666666667,29.5673333333333,27.6009,29.6118333333333
"886","Galectin-1","LGALS1",33.4938666666667,31.2442333333333,33.5452,33.5832333333333,33.1769333333333,33.3370333333333
"887","Galectin-3","LGALS3",27.3188333333333,25.0881333333333,23.6640333333333,26.9575333333333,25.2209666666667,24.5153666666667
"888","Galectin-3-binding protein","LGALS3BP",29.5026,32.9126333333333,30.5171333333333,29.3514666666667,31.8729666666667,30.2155
"889","Lipoma HMGIC fusion partner-like 2 protein","LHFPL2",23.7681333333333,25.6036666666667,25.6824666666667,24.4786333333333,24.6335,25.2806
"890","LIM and senescent cell antigen-like-containing domain protein 1;LIM and senescent cell antigen-like-containing domain protein 2","LIMS1;LIMS2",24.2983333333333,25.3645333333333,24.8717333333333,23.7187,25.0132333333333,24.7382666666667
"891","Protein lin-7 homolog C","LIN7C",24.1213333333333,25.0875,27.4596333333333,23.7761666666667,24.1401333333333,27.7090333333333
"892","Vesicular integral-membrane protein VIP36","LMAN2",27.6864333333333,24.8663333333333,24.5557333333333,27.4199,24.4632333333333,24.3976
"893","Protein-lysine 6-oxidase","LOX",28.7641666666667,28.6794,24.4828333333333,28.8312333333333,25.5424,26.6504333333333
"894","Lysyl oxidase homolog 1","LOXL1",26.4062666666667,24.9270333333333,23.7719,27.7231666666667,24.3777666666667,24.0303
"895","Lipoma-preferred partner","LPP",24.5935333333333,24.6860666666667,26.1458666666667,23.5234333333333,25.1708,26.4438
"896","Leupaxin","LPXN",25.4115,24.9337333333333,25.0898,24.2617333333333,25.6291,24.7886666666667
"897","Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain","LRP1",29.3260666666667,30.9148666666667,30.1519333333333,28.8926333333333,29.9674333333333,30.4870666666667
"898","Latent-transforming growth factor beta-binding protein 1","LTBP1",33.2411666666667,29.1423333333333,30.7553,31.9356666666667,27.1082333333333,29.6594333333333
"899","Latent-transforming growth factor beta-binding protein 3","LTBP3",29.6467666666667,25.6343666666667,25.2675333333333,26.6737333333333,25.1068,24.6868666666667
"900","Latent-transforming growth factor beta-binding protein 4","LTBP4",28.3455,26.8055333333333,24.1720333333333,30.1581,24.5341,24.9426666666667
"901","Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C","LTF",27.8421333333333,25.0854666666667,24.0761666666667,28.6827666666667,25.5639333333333,24.0746333333333
"902","Putative RNA-binding protein Luc7-like 2","LUC7L2",24.3397666666667,25.3920666666667,24.2603333333333,24.0375666666667,24.6658,24.1753333333333
"903","MAM domain-containing protein 2","MAMDC2",23.8274,25.5718,25.9474666666667,24.3152666666667,24.9068,26.2244666666667
"904","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MAN1A1",25.0861,24.6346,24.3963666666667,25.7994333333333,25.1498333333333,24.0763666666667
"905","Alpha-mannosidase 2","MAN2A1",27.5561,24.7849,24.7045666666667,24.7771333333333,25.3683666666667,25.4653333333333
"906","Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2","MAP1LC3B;MAP1LC3B2",24.455,24.8506333333333,25.7950333333333,23.8121666666667,25.1019666666667,24.7645333333333
"907","Microtubule-associated protein;Microtubule-associated protein 4","MAP4",28.8737666666667,25.5349,24.1398666666667,29.3708,25.6637666666667,24.5522666666667
"908","Mitogen-activated protein kinase;Mitogen-activated protein kinase 3","MAPK3",24.2440333333333,25.2428,24.152,24.2552666666667,25.5469333333333,23.9248333333333
"909","MAP/microtubule affinity-regulating kinase 3","MARK3",24.4816,25.2793,25.9610666666667,23.4969333333333,25.4770333333333,25.5148333333333
"910","Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain","MASP1",24.2061333333333,25.0956333333333,23.4936666666667,29.9344,24.7070333333333,24.8876666666667
"911","Cell surface glycoprotein MUC18","MCAM",24.7444333333333,25.8199,29.6539,24.6395333333333,27.4651666666667,29.8591333333333
"912","Malate dehydrogenase, cytoplasmic;Malate dehydrogenase","MDH1",29.3415333333333,27.7907,27.9764333333333,28.4561333333333,25.2207666666667,27.5435666666667
"913","Malate dehydrogenase, mitochondrial;Malate dehydrogenase","MDH2",29.6966666666667,25.3513333333333,27.7543333333333,28.6576666666667,25.4077333333333,27.5536333333333
"914","Protein MEMO1","MEMO1",23.9407333333333,25.2497333333333,23.6339666666667,25.2528,25.2803333333333,24.3513
"915","Microfibrillar-associated protein 2","MFAP2",27.3763,24.2618,24.4385333333333,26.8157666666667,25.1624666666667,23.6824666666667
"916","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A","MGAT5",27.3586666666667,25.3239,24.2335666666667,26.9821666666667,24.5713,24.6194
"917","Macrophage migration inhibitory factor","MIF",28.8018,27.2235333333333,28.7395333333333,27.2434,27.1723666666667,28.9995666666667
"918","Misshapen-like kinase 1","MINK1",24.3825333333333,25.6719333333333,27.6866666666667,24.4110333333333,25.1938666666667,27.2174666666667
"919","Interstitial collagenase;22 kDa interstitial collagenase;27 kDa interstitial collagenase","MMP1",36.6782666666667,34.3635,31.9886,30.9461,32.779,33.5434666666667
"920","72 kDa type IV collagenase;PEX","MMP2",32.6159666666667,31.9247333333333,30.0608666666667,33.4115666666667,31.4000666666667,30.1489333333333
"921","DBH-like monooxygenase protein 1","MOXD1",24.564,25.2614,26.1638333333333,23.9294333333333,24.8956666666667,26.3622333333333
"922","Moesin","MSN",33.0195666666667,31.1620333333333,33.7801666666667,32.0668333333333,30.2103,33.1374
"923","Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain","MST1",25.5969666666667,24.3392333333333,25.0142,25.8947666666667,25.0006333333333,24.7518
"924","Metallothionein-1E;Metallothionein-1L","MT1E;MT1L",24.7843666666667,24.6262666666667,25.5889333333333,24.0543333333333,25.0018666666667,24.7983333333333
"925","S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase","MTAP",25.5825333333333,25.2324,25.0684333333333,24.8631,24.6742666666667,24.4677333333333
"926","C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed","MTHFD1",24.2625,24.5457333333333,27.6550666666667,24.5921,24.6903333333333,27.0412333333333
"927","Myotrophin","MTPN",29.0388666666667,25.8892,27.1373,27.6162666666667,25.12,27.8871666666667
"928","Major vault protein","MVP",28.2919666666667,25.6669666666667,31.6180333333333,26.4475,29.2614,31.6745333333333
"929","Myeloid-derived growth factor","MYDGF",25.5811,26.5343,25.5295333333333,25.2650666666667,25.0819,25.9188
"930","Myosin-9","MYH9",33.2311333333333,29.8474,33.0399333333333,33.2780666666667,30.1994,33.1773
"931","Myosin regulatory light chain 12A;Myosin regulatory light chain 12B","MYL12A;MYL12B",27.7407333333333,24.8826,26.4164,27.1321333333333,25.2177333333333,27.7135333333333
"932","Myosin light polypeptide 6","MYL6",30.9987,28.9608,30.5151333333333,30.0748333333333,27.7589,30.7187333333333
"933","Unconventional myosin-Ib","MYO1B",24.0703666666667,24.8898333333333,28.9654333333333,24.2106333333333,24.5237,28.6528333333333
"934","Unconventional myosin-Ic","MYO1C",24.5054666666667,24.5794666666667,30.8374666666667,24.7047666666667,25.5753666666667,30.6616666666667
"935","Unconventional myosin-VI","MYO6",23.9309,24.6486333333333,25.9897666666667,24.5874666666667,25.1138,24.6883666666667
"936","Sialic acid synthase","NANS",24.4026,25.2828333333333,25.2855333333333,24.2691,24.9534,24.882
"937","Nucleosome assembly protein 1-like 1","NAP1L1",24.8215333333333,25.7197333333333,26.7739,23.6956,24.1709666666667,26.4543666666667
"938","Neural cell adhesion molecule 1","NCAM1",26.8336,25.0579666666667,24.8726,27.7286,24.5981333333333,24.5234666666667
"939","Nucleolin","NCL",29.1903666666667,25.4147,24.1874,29.6075333333333,25.0472333333333,27.1484
"940","NEDD8","NEDD8;NEDD8-MDP1",27.0511666666667,24.9949666666667,27.3625,26.2282333333333,25.0749,27.1816333333333
"941","Neogenin","NEO1",27.1997,24.568,27.1921333333333,27.8428,24.9508333333333,27.6162666666667
"942","Nucleoside diphosphate kinase A","NME1",26.7663666666667,25.1103333333333,24.3004333333333,27.9025666666667,25.9763,24.7847
"943","Nucleoside diphosphate kinase;Putative nucleoside diphosphate kinase","NME1-NME2;NME2;NME1;NME2P1",29.6658666666667,27.2618666666667,29.1165666666667,29.1355,26.6053666666667,27.7725
"944","Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain","NOTCH2",24.4126333333333,25.3138,29.5313,24.6004333333333,24.8969,28.8812666666667
"945","Epididymal secretory protein E1","NPC2",29.2863333333333,24.8097666666667,23.8874,29.4192666666667,24.7135666666667,25.0496333333333
"946","Puromycin-sensitive aminopeptidase","NPEPPS",24.6935,25.0284333333333,26.8714333333333,24.0928,25.3393,26.6737666666667
"947","Neuronal pentraxin-1","NPTX1",30.2962666666667,27.6846666666667,23.7974,27.6389333333333,25.4517666666667,25.1440666666667
"948","GTPase NRas","NRAS",25.1623666666667,24.4300666666667,27.1788,24.7607,24.8569666666667,27.3388333333333
"949","Neuropilin-1","NRP1",27.0794333333333,25.9946,29.6510333333333,24.6835666666667,24.9813,29.2133666666667
"950","Nucleobindin-1","NUCB1",32.9498333333333,28.3448666666667,26.0397666666667,32.1621666666667,24.5573666666667,27.9118666666667
"951","Out at first protein homolog","OAF",28.0783666666667,25.2897333333333,24.0228,26.9597333333333,25.3905,24.6772
"952","Olfactomedin-like protein 2A","OLFML2A",25.2721333333333,25.4933666666667,24.4972333333333,26.6867333333333,25.0172,24.5018333333333
"953","Olfactomedin-like protein 3","OLFML3",27.7406666666667,24.8403,23.7957666666667,30.4556333333333,24.8445666666667,25.2758666666667
"954","Osteomodulin","OMD",26.3740666666667,24.6741333333333,24.1547,26.8758333333333,24.4372333333333,25.1609333333333
"955","Protein OS-9","OS9",26.2613333333333,25.3427333333333,23.6081666666667,25.3575333333333,24.6807333333333,24.5525
"956","Protein disulfide-isomerase","P4HB",31.2221333333333,30.5986333333333,30.3349,30.7748333333333,30.4687,30.1728
"957","Proliferation-associated protein 2G4","PA2G4",28.0656333333333,24.5389666666667,23.4986,26.3496666666667,25.3371,24.4309
"958","Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase","PAICS",24.3142666666667,24.8535,26.6562,24.4714,24.6342,26.4233333333333
"959","Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34","PAK2",24.7075,25.0745666666667,26.2511,24.7845666666667,25.3478333333333,25.9061
"960","Pappalysin-1","PAPPA",28.7132666666667,27.2843,26.3813,26.7195666666667,25.6526666666667,24.9218
"961","Protein deglycase DJ-1","PARK7",29.8117333333333,25.7553666666667,28.0498666666667,28.9482333333333,25.6274,28.0814333333333
"962","Poly(rC)-binding protein 1","PCBP1",27.3720666666667,26.2323333333333,28.7210333333333,26.7839,24.6423333333333,28.2133666666667
"963","Poly(rC)-binding protein 2","PCBP2",24.2315,25.0020666666667,26.1823333333333,25.2262333333333,25.5387333333333,25.9199333333333
"964","Protocadherin-18","PCDH18",25.1939333333333,24.9617333333333,26.9275333333333,26.0699666666667,24.6769333333333,26.6961666666667
"965","28 kDa heat- and acid-stable phosphoprotein","PDAP1",25.5609333333333,25.1617666666667,24.2329,25.1581333333333,24.8121666666667,24.8768666666667
"966","Programmed cell death protein 5","PDCD5",26.0674333333333,25.1855333333333,24.1226,25.8114666666667,25.3107666666667,24.1861
"967","Programmed cell death protein 6","PDCD6",24.7193,25.0467,24.4249666666667,24.0221333333333,24.886,23.9814
"968","Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form","PDGFD",24.1941333333333,24.7275,26.6492333333333,25.2073,24.6409,27.1389666666667
"969","Protein disulfide-isomerase A3","PDIA3",30.6409666666667,30.223,29.6247,30.0451333333333,28.4717666666667,30.2002
"970","Protein disulfide-isomerase A4","PDIA4",28.1315,27.6205333333333,26.5683333333333,27.6646333333333,26.8352,27.4471
"971","Protein disulfide-isomerase A6","PDIA6",26.6885666666667,25.0933666666667,26.4297333333333,26.821,24.8498333333333,27.0164333333333
"972","PDZ and LIM domain protein 7","PDLIM7",25.5810666666667,25.3891666666667,25.8688,26.88,24.9905333333333,26.7006666666667
"973","Prefoldin subunit 6","PFDN6",24.4223666666667,24.4984666666667,25.9911333333333,24.5105666666667,24.6761,25.8383
"974","ATP-dependent 6-phosphofructokinase, platelet type","PFKP",24.0818666666667,25.2088666666667,27.8995333333333,24.8067333333333,25.2195,27.6845333333333
"975","Profilin-1","PFN1",32.7005,30.3584666666667,32.0075333333333,32.2244333333333,30.2860333333333,31.6052
"976","Profilin;Profilin-2","PFN2",27.4047,24.9885333333333,26.9319666666667,27.4405,25.3662333333333,27.2741
"977","Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4","PGAM1;PGAM4",30.2974,29.3207333333333,31.1263333333333,29.0186666666667,28.9436333333333,30.4426666666667
"978","6-phosphogluconate dehydrogenase, decarboxylating","PGD",29.2835,26.2975,28.6688333333333,28.1564333333333,24.9793,29.1318333333333
"979","Phosphoglycerate kinase 1","PGK1",32.1782,28.8622333333333,30.3501666666667,30.2261666666667,28.2702666666667,30.6017666666667
"980","14 kDa phosphohistidine phosphatase","PHPT1",27.4423,25.5493666666667,26.8889666666667,27.4201666666667,24.6548333333333,27.1206333333333
"981","Phosphatidylinositol 4-kinase type 2-alpha","PI4K2A",24.6795333333333,24.3801,24.5166,24.2377333333333,25.3130333333333,23.7745333333333
