Protein names,Gene names,OIS_CM,OIS_F20,OIS_F8,Vector_CM,Vector_F20,Vector_F8
Proteinase-activated receptor 1,F2R,23.9631,25.054466666666666,27.762733333333333,24.890666666666664,25.022733333333335,27.1848
Extracellular serine/threonine protein kinase FAM20C,FAM20C,24.684766666666665,25.2664,23.963366666666662,25.22386666666667,25.503766666666667,24.2782
Protein FAM3C,FAM3C,29.145833333333332,24.844366666666662,23.535933333333332,27.357566666666667,25.223733333333332,24.071700000000003
40S ribosomal protein S30,FAU,24.523833333333332,25.084366666666668,26.324066666666667,24.840266666666665,25.5993,25.134533333333334
Fibulin-1,FBLN1,31.6698,31.401799999999998,33.187466666666666,32.73,31.7567,32.6056
Fibulin-5,FBLN5,26.1533,24.99763333333333,23.436766666666667,28.663166666666665,25.7304,24.3651
Farnesyl pyrophosphate synthase,FDPS,24.446366666666666,25.837,26.213233333333335,24.889633333333336,24.511233333333337,25.013500000000004
Fibroleukin,FGL2,26.717433333333332,24.49863333333333,23.854366666666667,24.9582,25.173066666666667,24.729699999999998
Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase,FKBP1A,28.937966666666664,28.4586,28.10326666666667,27.768900000000002,27.05643333333333,28.089100000000002
Protein flightless-1 homolog,FLII,24.137766666666664,25.284033333333337,25.082333333333334,24.191166666666664,24.994,24.5271
Filamin-A,FLNA,32.334466666666664,30.307033333333333,31.299966666666666,32.4161,29.05026666666667,31.933766666666667
Filamin-C,FLNC,30.509800000000002,28.142866666666666,29.145766666666663,30.034166666666664,28.511433333333333,29.345433333333332
Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1,36.34983333333333,36.448566666666665,34.536633333333334,36.18933333333333,35.58813333333333,35.19233333333333
Fascin,FSCN1,30.19073333333333,29.290666666666667,30.581366666666668,29.170999999999996,29.2788,30.530433333333335
Follistatin,FST,28.78376666666667,27.890333333333334,23.711333333333332,30.05796666666667,27.308699999999998,24.812
Follistatin-related protein 3,FSTL3,27.021133333333335,25.446066666666667,23.610766666666667,27.440633333333334,25.333066666666667,24.5414
Frizzled-2,FZD2,24.3206,24.874633333333335,26.99766666666667,24.489166666666666,24.8934,27.475466666666666
Glucose-6-phosphate 1-dehydrogenase,G6PD,27.861733333333333,24.913466666666665,28.813866666666666,27.084,26.777833333333334,28.494633333333336
Galactokinase,GALK1,25.134366666666665,25.043066666666665,26.325733333333332,24.489833333333333,24.398966666666666,26.571866666666665
Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2,28.174066666666665,25.145966666666666,24.173000000000002,28.345100000000002,25.609400000000004,24.705366666666666
Polypeptide N-acetylgalactosaminyltransferase 5,GALNT5,28.317666666666668,24.93926666666667,24.00423333333333,29.0382,24.303466666666665,24.75946666666667
Neutral alpha-glucosidase AB,GANAB,28.55966666666667,25.213233333333335,28.42656666666667,27.695333333333334,25.0114,28.499733333333335
Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,33.0558,31.94326666666667,33.59493333333333,31.192033333333338,31.229166666666668,33.294466666666665
Glycine--tRNA ligase,GARS,24.1872,25.829399999999996,26.965366666666668,24.736666666666668,24.7221,27.58536666666667
"1,4-alpha-glucan-branching enzyme",GBE1,25.144133333333333,24.57516666666667,25.62,24.096966666666663,26.020633333333333,26.282933333333332
Translational activator GCN1,GCN1L1,25.1521,24.993966666666665,25.411166666666663,24.052999999999997,24.304133333333336,24.303066666666666
Rab GDP dissociation inhibitor beta,GDI2,30.435466666666667,28.6114,30.44476666666667,29.917333333333332,28.4053,30.37606666666667
Golgi apparatus protein 1,GLG1,29.021766666666668,25.0382,24.949066666666667,24.81553333333333,25.219866666666665,24.656633333333335
Guanine nucleotide-binding protein subunit alpha-11;Guanine nucleotide-binding protein subunit alpha-14,GNA11;GNA14,24.2841,24.6601,27.388966666666665,23.387966666666667,25.12976666666667,27.2662
Guanine nucleotide-binding protein subunit alpha-13,GNA13,24.236766666666668,24.897000000000002,26.914033333333332,24.86306666666667,25.1016,25.117933333333337
Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,25.681766666666665,27.332766666666668,31.942466666666665,23.372500000000002,30.5521,31.31313333333333
Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,GNAS,25.065066666666667,25.07716666666667,30.075933333333335,24.14663333333333,24.962266666666665,30.194833333333335
Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,23.9529,25.086133333333333,29.85546666666667,24.286233333333332,27.821566666666666,29.7723
Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2;Guanine nucleotide-binding protein subunit gamma,GNG2,24.06436666666667,25.624200000000002,28.954666666666668,24.32036666666667,25.248033333333336,28.337666666666667
N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG,26.082166666666666,25.065066666666667,23.830299999999998,25.969666666666665,24.9264,24.649133333333335
Golgi membrane protein 1,GOLM1,26.74206666666667,24.7098,24.009566666666668,29.138233333333332,24.9312,25.182166666666664
Glucose-6-phosphate isomerase,GPI,30.097033333333332,27.2403,28.462933333333336,28.461366666666667,26.322233333333333,27.868466666666666
G-protein coupled receptor 124,GPR124,24.022166666666664,24.745666666666665,25.2343,24.191699999999997,24.419833333333333,26.157166666666665
Gremlin-1,GREM1,27.903033333333337,26.111766666666668,29.604866666666666,29.060533333333336,24.6969,29.582166666666666
Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,24.642799999999998,24.565633333333334,24.554100000000002,24.438,26.2247,25.67746666666667
Gelsolin,GSN,31.1106,30.934133333333335,31.35066666666667,31.984066666666667,30.351200000000002,31.318833333333334
Nucleobindin-2;Nesfatin-1,HEL-S-109;NUCB2;Nucb2,29.337766666666663,25.220100000000002,24.039066666666667,28.980766666666668,25.08983333333333,25.474966666666663
Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A,HEXB,28.054833333333335,25.0663,24.083933333333334,27.835466666666665,24.87093333333333,24.75163333333333
Histidine triad nucleotide-binding protein 1,HINT1,29.01833333333333,25.858933333333336,29.055133333333334,28.573533333333334,26.99333333333333,28.7915
High mobility group protein HMG-I/HMG-Y,HMGA1,31.2414,29.894899999999996,28.5898,29.4823,28.804600000000004,28.14533333333333
High mobility group protein HMGI-C,HMGA2,26.6113,25.012733333333333,23.7226,25.6277,25.0433,24.6401
Heme oxygenase 2,HMOX2,24.261366666666664,24.65003333333333,25.392,24.635166666666667,25.246133333333333,24.93303333333333
"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,26.8366,25.72243333333333,26.25703333333333,25.964066666666668,24.671366666666668,26.394433333333335
Heterogeneous nuclear ribonucleoproteins C1/C2,HNRNPC,28.53443333333333,25.18296666666667,24.103933333333334,29.232266666666664,24.927633333333333,26.32626666666667
Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,26.200966666666663,24.342066666666668,25.110699999999998,25.524,24.98436666666667,24.770466666666668
Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,25.68113333333333,24.6296,23.902900000000002,25.902866666666668,25.5014,24.459366666666668
Heterogeneous nuclear ribonucleoprotein L,HNRNPL,25.53206666666667,25.6281,24.620933333333337,25.91303333333333,25.574300000000004,24.6294
Heterogeneous nuclear ribonucleoprotein U,HNRNPU,27.27746666666667,25.869333333333334,23.9726,27.7726,24.607733333333332,24.714166666666667
Heat shock protein HSP 90-alpha,HSP90AA1,30.289233333333332,28.5211,29.340766666666667,29.601133333333337,28.12176666666667,28.871966666666665
Heat shock protein HSP 90-beta,HSP90AB1,31.65403333333333,29.4849,30.999800000000004,31.155,30.362033333333333,31.09736666666667
78 kDa glucose-regulated protein,HSPA5,31.395166666666665,31.01706666666667,30.581133333333337,30.295199999999998,29.265533333333334,30.977566666666664
Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7,HSPA6;HSPA7,24.948733333333333,24.9311,26.686333333333334,23.833266666666663,25.11773333333333,26.016733333333335
,HSPA8,23.537200000000002,24.30966666666667,26.249366666666663,24.070333333333334,25.014233333333333,26.003200000000003
Heat shock cognate 71 kDa protein,HSPA8,33.22056666666666,31.711133333333336,33.01543333333333,31.980266666666665,31.753899999999998,33.15003333333333
"Stress-70 protein, mitochondrial",HSPA9,27.712933333333336,24.273233333333337,27.791200000000003,26.409766666666666,24.508399999999998,28.284533333333332
Heat shock protein beta-1,HSPB1,29.4067,26.496966666666665,29.727733333333333,29.846733333333333,28.871966666666665,30.819933333333335
"60 kDa heat shock protein, mitochondrial",HSPD1,28.87306666666667,29.74253333333333,29.4609,27.9666,29.0784,29.879333333333335
"10 kDa heat shock protein, mitochondrial",HSPE1;HSPE1-MOB4,29.820800000000002,24.738666666666663,26.994133333333334,28.304066666666667,25.24383333333333,27.1692
Serine protease HTRA1,HTRA1,30.41156666666667,26.013266666666667,29.077633333333335,29.59153333333333,24.9295,29.2914
Hypoxia up-regulated protein 1,HYOU1,24.183699999999998,24.81703333333333,25.071733333333338,24.088066666666666,24.9886,25.15886666666667
Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,26.5269,24.794166666666666,25.076633333333334,25.98806666666667,25.3772,25.58406666666667
Intraflagellar transport protein 74 homolog,IFT74,24.315633333333334,24.8801,24.100966666666665,25.266266666666667,26.146199999999997,25.10123333333333
Insulin-like growth factor II;Insulin-like growth factor II;Insulin-like growth factor II Ala-25 Del;Preptin,IGF2,30.801866666666665,28.889733333333336,24.02156666666667,30.223233333333337,24.4603,23.984133333333332
Insulin-like growth factor 2 mRNA-binding protein 1,IGF2BP1,24.3523,24.534966666666666,26.640200000000004,24.597266666666666,25.23053333333333,25.2372
Cation-independent mannose-6-phosphate receptor,IGF2R,27.381333333333334,27.7233,27.22593333333333,27.475099999999998,25.968033333333334,27.410833333333333
Insulin-like growth factor-binding protein 2,IGFBP2,32.0772,27.2422,23.98353333333333,31.025333333333332,24.302166666666665,26.5779
Insulin-like growth factor-binding protein 5,IGFBP5,35.697433333333336,33.4853,31.596,35.97833333333333,33.234833333333334,32.120200000000004
Insulin-like growth factor-binding protein 7,IGFBP7,33.448033333333335,32.12716666666667,28.732066666666668,33.36683333333333,31.0091,29.638966666666665
Interleukin enhancer-binding factor 3,ILF3,26.613699999999998,24.139499999999998,24.721166666666665,26.807600000000004,25.2681,25.072266666666668
Inosine-5-monophosphate dehydrogenase 2,IMPDH2,24.601866666666666,24.67996666666666,25.340099999999996,24.12223333333333,25.23183333333333,25.605266666666665
Inhibin beta A chain,INHBA,33.121566666666666,28.318933333333334,27.760333333333335,24.100333333333335,26.6996,27.5017
Importin-5,IPO5,25.1741,24.933833333333336,25.942666666666668,24.0506,24.892633333333333,25.456799999999998
Ras GTPase-activating-like protein IQGAP1,IQGAP1,28.098699999999997,25.0805,28.294866666666667,26.578666666666663,24.745666666666665,27.9335
IST1 homolog,IST1,25.209300000000002,24.6405,26.990066666666667,23.766000000000002,25.103733333333338,27.460266666666666
Integrin alpha-11,ITGA11,24.004,25.1427,27.8214,24.839699999999997,24.3155,27.843199999999996
Junction plakoglobin,JUP,23.166866666666667,27.869533333333333,27.712933333333336,24.695066666666666,27.413633333333333,28.165433333333336
Kinesin-1 heavy chain,KIF5B,28.418666666666667,24.65693333333333,28.276866666666667,26.3982,24.329800000000002,27.6567
Importin subunit beta-1,KPNB1,28.4669,25.678233333333335,28.9451,27.4058,24.927266666666668,28.759
Keratinocyte proline-rich protein,KPRP,24.322933333333335,27.196799999999996,26.5825,24.517133333333334,26.976100000000002,26.94993333333333
"GTPase KRas;GTPase KRas, N-terminally processed",KRAS,24.377266666666667,25.261633333333332,27.723033333333333,24.497966666666667,24.82983333333333,28.088000000000005
Neural cell adhesion molecule L1,L1CAM,23.69343333333333,25.291366666666665,25.072866666666666,23.649199999999997,25.63836666666667,24.338333333333335
Laminin subunit alpha-1,LAMA1,26.623,28.380166666666668,29.392766666666663,27.125766666666667,26.789133333333336,30.006966666666667
LIM and SH3 domain protein 1,LASP1,29.3436,24.0335,28.663666666666668,30.005599999999998,24.907333333333337,28.720433333333332
L-lactate dehydrogenase A chain,LDHA,30.90846666666667,29.2111,29.672666666666668,30.180566666666664,26.904433333333333,29.786033333333336
L-lactate dehydrogenase B chain;L-lactate dehydrogenase,LDHB,30.77006666666667,29.072633333333332,30.185566666666663,29.567333333333334,27.6009,29.611833333333333
Galectin-1,LGALS1,33.49386666666667,31.24423333333333,33.5452,33.58323333333333,33.17693333333333,33.33703333333334
Galectin-3,LGALS3,27.318833333333334,25.08813333333333,23.664033333333332,26.957533333333334,25.220966666666666,24.515366666666665
Galectin-3-binding protein,LGALS3BP,29.5026,32.91263333333333,30.517133333333334,29.351466666666667,31.872966666666667,30.215500000000002
Lipoma HMGIC fusion partner-like 2 protein,LHFPL2,23.768133333333335,25.60366666666667,25.682466666666667,24.478633333333335,24.633499999999998,25.280600000000003
LIM and senescent cell antigen-like-containing domain protein 1;LIM and senescent cell antigen-like-containing domain protein 2,LIMS1;LIMS2,24.298333333333336,25.364533333333338,24.871733333333335,23.718700000000002,25.013233333333332,24.738266666666664
Protein lin-7 homolog C,LIN7C,24.121333333333336,25.087500000000002,27.459633333333333,23.77616666666667,24.140133333333335,27.709033333333334
Vesicular integral-membrane protein VIP36,LMAN2,27.68643333333333,24.866333333333333,24.555733333333333,27.419900000000002,24.463233333333335,24.3976
Protein-lysine 6-oxidase,LOX,28.764166666666668,28.6794,24.482833333333332,28.83123333333333,25.5424,26.650433333333336
Lysyl oxidase homolog 1,LOXL1,26.406266666666667,24.92703333333333,23.7719,27.723166666666668,24.377766666666663,24.0303
Lipoma-preferred partner,LPP,24.59353333333333,24.686066666666665,26.145866666666667,23.523433333333333,25.1708,26.4438
Leupaxin,LPXN,25.4115,24.933733333333333,25.0898,24.261733333333336,25.629099999999998,24.788666666666668
Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain,LRP1,29.326066666666666,30.91486666666667,30.151933333333332,28.892633333333333,29.967433333333332,30.487066666666664
Latent-transforming growth factor beta-binding protein 1,LTBP1,33.241166666666665,29.14233333333333,30.755299999999995,31.935666666666663,27.108233333333335,29.659433333333336
Latent-transforming growth factor beta-binding protein 3,LTBP3,29.646766666666668,25.634366666666665,25.267533333333333,26.673733333333335,25.106800000000003,24.686866666666663
Latent-transforming growth factor beta-binding protein 4,LTBP4,28.345499999999998,26.80553333333333,24.17203333333333,30.1581,24.5341,24.942666666666668
Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C,LTF,27.842133333333333,25.085466666666665,24.076166666666666,28.682766666666666,25.563933333333335,24.074633333333328
Putative RNA-binding protein Luc7-like 2,LUC7L2,24.339766666666666,25.392066666666665,24.260333333333335,24.037566666666663,24.6658,24.17533333333333
MAM domain-containing protein 2,MAMDC2,23.8274,25.5718,25.947466666666667,24.315266666666663,24.9068,26.224466666666668
"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",MAN1A1,25.0861,24.634600000000002,24.396366666666665,25.79943333333333,25.149833333333333,24.07636666666667
Alpha-mannosidase 2,MAN2A1,27.5561,24.784899999999997,24.704566666666665,24.777133333333335,25.36836666666667,25.465333333333334
Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2,MAP1LC3B;MAP1LC3B2,24.455,24.850633333333334,25.795033333333333,23.81216666666667,25.10196666666667,24.764533333333333
Microtubule-associated protein;Microtubule-associated protein 4,MAP4,28.87376666666667,25.534900000000004,24.139866666666666,29.3708,25.663766666666664,24.552266666666668
Mitogen-activated protein kinase;Mitogen-activated protein kinase 3,MAPK3,24.244033333333334,25.2428,24.152,24.255266666666667,25.54693333333333,23.924833333333336
MAP/microtubule affinity-regulating kinase 3,MARK3,24.4816,25.279300000000003,25.961066666666667,23.49693333333333,25.477033333333335,25.514833333333332
Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain,MASP1,24.206133333333337,25.095633333333335,23.493666666666666,29.9344,24.70703333333333,24.88766666666667
Cell surface glycoprotein MUC18,MCAM,24.744433333333333,25.8199,29.653900000000004,24.639533333333336,27.465166666666665,29.859133333333332
"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase",MDH1,29.34153333333333,27.7907,27.976433333333336,28.456133333333337,25.220766666666666,27.543566666666663
"Malate dehydrogenase, mitochondrial;Malate dehydrogenase",MDH2,29.69666666666667,25.351333333333333,27.754333333333335,28.657666666666668,25.407733333333336,27.553633333333334
Protein MEMO1,MEMO1,23.940733333333338,25.249733333333335,23.633966666666666,25.252799999999997,25.280333333333335,24.3513
Microfibrillar-associated protein 2,MFAP2,27.376299999999997,24.261799999999997,24.438533333333336,26.815766666666665,25.162466666666663,23.68246666666667
"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",MGAT5,27.358666666666664,25.3239,24.233566666666665,26.982166666666668,24.571299999999997,24.6194
Macrophage migration inhibitory factor,MIF,28.8018,27.223533333333336,28.739533333333338,27.243399999999998,27.172366666666665,28.99956666666667
Misshapen-like kinase 1,MINK1,24.38253333333333,25.67193333333333,27.686666666666667,24.411033333333336,25.19386666666667,27.217466666666667
Interstitial collagenase;22 kDa interstitial collagenase;27 kDa interstitial collagenase,MMP1,36.67826666666667,34.363499999999995,31.9886,30.9461,32.778999999999996,33.54346666666667
72 kDa type IV collagenase;PEX,MMP2,32.61596666666667,31.924733333333336,30.06086666666667,33.411566666666666,31.40006666666667,30.148933333333332
DBH-like monooxygenase protein 1,MOXD1,24.563999999999997,25.2614,26.163833333333333,23.929433333333336,24.895666666666667,26.362233333333336
Moesin,MSN,33.01956666666667,31.162033333333337,33.780166666666666,32.066833333333335,30.2103,33.13739999999999
Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain,MST1,25.596966666666663,24.33923333333333,25.0142,25.89476666666667,25.000633333333337,24.7518
Metallothionein-1E;Metallothionein-1L,MT1E;MT1L,24.784366666666667,24.626266666666666,25.58893333333333,24.054333333333332,25.00186666666667,24.798333333333336
S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,25.582533333333334,25.2324,25.06843333333333,24.863100000000003,24.674266666666668,24.46773333333333
"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,24.2625,24.545733333333335,27.65506666666667,24.592100000000002,24.69033333333333,27.041233333333334
Myotrophin,MTPN,29.038866666666667,25.8892,27.1373,27.61626666666667,25.12,27.88716666666667
Major vault protein,MVP,28.291966666666667,25.666966666666667,31.618033333333333,26.4475,29.2614,31.674533333333333
Myeloid-derived growth factor,MYDGF,25.581100000000003,26.5343,25.529533333333333,25.265066666666666,25.0819,25.9188
Myosin-9,MYH9,33.23113333333333,29.847400000000004,33.03993333333333,33.27806666666667,30.1994,33.1773
Myosin regulatory light chain 12A;Myosin regulatory light chain 12B,MYL12A;MYL12B,27.740733333333335,24.8826,26.4164,27.132133333333332,25.21773333333333,27.713533333333334
Myosin light polypeptide 6,MYL6,30.9987,28.960800000000003,30.515133333333335,30.074833333333334,27.7589,30.718733333333333
Unconventional myosin-Ib,MYO1B,24.07036666666667,24.889833333333332,28.965433333333333,24.210633333333334,24.5237,28.652833333333334
Unconventional myosin-Ic,MYO1C,24.505466666666667,24.579466666666665,30.837466666666668,24.704766666666668,25.575366666666667,30.661666666666672
Unconventional myosin-VI,MYO6,23.930899999999998,24.648633333333333,25.989766666666668,24.587466666666668,25.113799999999998,24.688366666666667
Sialic acid synthase,NANS,24.402599999999996,25.282833333333333,25.285533333333333,24.269099999999998,24.9534,24.882
Nucleosome assembly protein 1-like 1,NAP1L1,24.821533333333335,25.719733333333334,26.7739,23.6956,24.17096666666667,26.45436666666667
Neural cell adhesion molecule 1,NCAM1,26.8336,25.05796666666667,24.872600000000002,27.7286,24.598133333333333,24.523466666666668
Nucleolin,NCL,29.190366666666666,25.4147,24.187399999999997,29.607533333333333,25.047233333333335,27.1484
NEDD8,NEDD8;NEDD8-MDP1,27.051166666666663,24.994966666666667,27.3625,26.228233333333332,25.0749,27.181633333333338
Neogenin,NEO1,27.199699999999996,24.568,27.192133333333334,27.8428,24.950833333333332,27.616266666666665
Nucleoside diphosphate kinase A,NME1,26.76636666666667,25.110333333333333,24.300433333333334,27.90256666666667,25.9763,24.7847
Nucleoside diphosphate kinase;Putative nucleoside diphosphate kinase,NME1-NME2;NME2;NME1;NME2P1,29.66586666666667,27.261866666666666,29.116566666666667,29.135499999999997,26.60536666666667,27.772499999999997
Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain,NOTCH2,24.412633333333332,25.3138,29.531299999999998,24.60043333333333,24.896900000000002,28.881266666666665
Epididymal secretory protein E1,NPC2,29.286333333333335,24.809766666666665,23.8874,29.41926666666667,24.713566666666665,25.049633333333333
Puromycin-sensitive aminopeptidase,NPEPPS,24.6935,25.028433333333336,26.871433333333332,24.0928,25.339299999999998,26.673766666666666
Neuronal pentraxin-1,NPTX1,30.296266666666668,27.68466666666667,23.7974,27.63893333333333,25.451766666666668,25.144066666666664
GTPase NRas,NRAS,25.162366666666667,24.430066666666665,27.1788,24.7607,24.856966666666665,27.33883333333333
Neuropilin-1,NRP1,27.07943333333333,25.994600000000002,29.651033333333334,24.683566666666668,24.9813,29.213366666666662
Nucleobindin-1,NUCB1,32.94983333333334,28.34486666666667,26.039766666666665,32.16216666666667,24.557366666666667,27.91186666666667
Out at first protein homolog,OAF,28.078366666666668,25.289733333333334,24.0228,26.959733333333332,25.3905,24.6772
Olfactomedin-like protein 2A,OLFML2A,25.272133333333333,25.493366666666663,24.49723333333333,26.686733333333336,25.017200000000003,24.501833333333334
Olfactomedin-like protein 3,OLFML3,27.74066666666667,24.8403,23.795766666666665,30.455633333333335,24.844566666666665,25.27586666666667
Osteomodulin,OMD,26.374066666666664,24.674133333333334,24.154700000000002,26.875833333333333,24.437233333333335,25.160933333333332
Protein OS-9,OS9,26.26133333333333,25.34273333333333,23.608166666666666,25.357533333333333,24.680733333333336,24.5525
Protein disulfide-isomerase,P4HB,31.222133333333336,30.598633333333336,30.3349,30.774833333333333,30.4687,30.172799999999995
Proliferation-associated protein 2G4,PA2G4,28.065633333333334,24.538966666666667,23.4986,26.349666666666664,25.337100000000003,24.430899999999998
Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,24.31426666666667,24.8535,26.656200000000002,24.4714,24.634200000000003,26.423333333333332
Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,24.7075,25.07456666666667,26.251099999999997,24.784566666666667,25.34783333333333,25.9061
Pappalysin-1,PAPPA,28.713266666666666,27.2843,26.3813,26.719566666666665,25.652666666666665,24.9218
Protein deglycase DJ-1,PARK7,29.811733333333336,25.75536666666667,28.049866666666663,28.94823333333333,25.627399999999998,28.081433333333333
Poly(rC)-binding protein 1,PCBP1,27.372066666666665,26.232333333333333,28.721033333333335,26.7839,24.64233333333333,28.21336666666667
Poly(rC)-binding protein 2,PCBP2,24.2315,25.002066666666664,26.182333333333332,25.226233333333337,25.538733333333337,25.919933333333336
Protocadherin-18,PCDH18,25.193933333333334,24.96173333333333,26.927533333333333,26.06996666666667,24.676933333333334,26.696166666666667
28 kDa heat- and acid-stable phosphoprotein,PDAP1,25.560933333333335,25.161766666666665,24.2329,25.158133333333335,24.812166666666666,24.87686666666667
Programmed cell death protein 5,PDCD5,26.067433333333337,25.185533333333336,24.122599999999995,25.81146666666667,25.310766666666666,24.1861
Programmed cell death protein 6,PDCD6,24.7193,25.0467,24.424966666666666,24.022133333333333,24.886,23.981399999999997
"Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form",PDGFD,24.194133333333337,24.727500000000003,26.64923333333333,25.2073,24.6409,27.138966666666665
Protein disulfide-isomerase A3,PDIA3,30.640966666666667,30.223,29.6247,30.045133333333336,28.471766666666667,30.2002
Protein disulfide-isomerase A4,PDIA4,28.131500000000003,27.62053333333333,26.56833333333333,27.66463333333333,26.8352,27.447100000000002
Protein disulfide-isomerase A6,PDIA6,26.68856666666667,25.093366666666668,26.42973333333333,26.821,24.849833333333336,27.016433333333335
PDZ and LIM domain protein 7,PDLIM7,25.58106666666667,25.389166666666664,25.868800000000004,26.88,24.99053333333333,26.700666666666667
Prefoldin subunit 6,PFDN6,24.422366666666665,24.49846666666667,25.991133333333334,24.510566666666666,24.6761,25.8383
"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,24.081866666666667,25.208866666666665,27.899533333333334,24.80673333333333,25.2195,27.684533333333334
Profilin-1,PFN1,32.7005,30.35846666666667,32.007533333333335,32.22443333333334,30.286033333333336,31.6052
Profilin;Profilin-2,PFN2,27.404700000000002,24.988533333333333,26.931966666666664,27.4405,25.36623333333333,27.2741
Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,PGAM1;PGAM4,30.2974,29.320733333333333,31.126333333333335,29.018666666666665,28.943633333333334,30.442666666666664
"6-phosphogluconate dehydrogenase, decarboxylating",PGD,29.283500000000004,26.2975,28.668833333333335,28.156433333333336,24.9793,29.131833333333333
Phosphoglycerate kinase 1,PGK1,32.1782,28.862233333333336,30.350166666666667,30.226166666666668,28.270266666666668,30.601766666666666
14 kDa phosphohistidine phosphatase,PHPT1,27.4423,25.549366666666668,26.888966666666665,27.420166666666663,24.654833333333332,27.12063333333333
Phosphatidylinositol 4-kinase type 2-alpha,PI4K2A,24.679533333333335,24.3801,24.5166,24.237733333333335,25.313033333333333,23.774533333333334
Pyruvate kinase PKM;Pyruvate kinase,PKM,33.149166666666666,32.60523333333334,33.896633333333334,31.62376666666667,32.826766666666664,33.52993333333333
Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B,PLAU,36.379133333333336,32.55076666666667,33.02943333333334,31.628433333333334,31.95053333333333,32.75613333333333
Phospholipase D3,PLD3,24.37026666666667,24.3661,26.625799999999998,25.226366666666667,24.928266666666662,25.913866666666667
Plectin,PLEC,31.432033333333333,28.803233333333335,30.18683333333333,29.887566666666668,27.4782,29.74763333333333
Pleckstrin homology domain-containing family O member 2,PLEKHO2,24.28606666666667,24.961299999999998,25.361100000000004,24.200233333333333,25.217,24.8379
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,30.744766666666667,30.2741,29.676666666666666,29.257733333333334,29.33236666666667,28.7543
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,28.29176666666667,27.2667,27.25446666666667,26.00066666666667,27.323933333333333,26.6761
Phospholipid transfer protein,PLTP,28.149366666666666,25.346533333333337,24.9699,27.8323,25.030999999999995,26.120099999999997
Plexin-A3,PLXNA3,23.790266666666668,25.316833333333335,25.844633333333334,23.608099999999997,25.148433333333333,24.910466666666665
Periostin,POSTN,34.536300000000004,30.336633333333335,31.452066666666667,32.1472,29.25636666666667,31.117
